Date;Open;High;Low;Close;Pivot;Resistance 1;Support 1;Resistance 2;Support 2;Resistance 3;Support 3;CPR Pivot;CPR BC;CPR TC
Fri Sep 27 2024 11:46:00 GMT+0530 (India Standard Time);44.95;45.8;44.6;45.8;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 11:47:00 GMT+0530 (India Standard Time);45.85;46.2;45.4;45.85;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 11:48:00 GMT+0530 (India Standard Time);45.75;46.4;45.4;45.45;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 11:49:00 GMT+0530 (India Standard Time);45.55;45.8;45;45.15;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 11:50:00 GMT+0530 (India Standard Time);45.15;46.1;45.05;45.65;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 11:51:00 GMT+0530 (India Standard Time);45.65;45.95;45.15;45.55;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 11:52:00 GMT+0530 (India Standard Time);45.55;45.75;45.05;45.45;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 11:53:00 GMT+0530 (India Standard Time);45.45;45.45;44.35;44.65;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 11:54:00 GMT+0530 (India Standard Time);44.65;45.1;44;44.85;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 11:55:00 GMT+0530 (India Standard Time);44.9;45.9;44.25;44.25;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 11:56:00 GMT+0530 (India Standard Time);44.15;44.75;41.65;41.65;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 11:57:00 GMT+0530 (India Standard Time);41.6;41.85;39.6;40.45;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 11:58:00 GMT+0530 (India Standard Time);40.45;41.35;40.15;41.2;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 11:59:00 GMT+0530 (India Standard Time);41.25;41.7;40.85;40.85;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:00:00 GMT+0530 (India Standard Time);40.85;42.2;40.55;42;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:01:00 GMT+0530 (India Standard Time);41.9;43;41.75;42.75;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:02:00 GMT+0530 (India Standard Time);42.55;42.95;42.05;42.55;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:03:00 GMT+0530 (India Standard Time);42.65;44;42.1;43.95;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:04:00 GMT+0530 (India Standard Time);43.7;44.25;43.5;43.85;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:05:00 GMT+0530 (India Standard Time);44;45.7;43.85;45.05;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:06:00 GMT+0530 (India Standard Time);45.2;46.1;44.85;46;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:07:00 GMT+0530 (India Standard Time);45.9;46;44.75;44.8;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:08:00 GMT+0530 (India Standard Time);44.8;45.15;44.05;44.25;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:09:00 GMT+0530 (India Standard Time);44.3;44.5;43.1;43.15;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:10:00 GMT+0530 (India Standard Time);43.25;44.15;43;43.2;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:11:00 GMT+0530 (India Standard Time);43.25;43.85;42.8;43.6;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:12:00 GMT+0530 (India Standard Time);43.5;44.55;43.05;44.5;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:13:00 GMT+0530 (India Standard Time);44.45;44.75;44.1;44.5;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:14:00 GMT+0530 (India Standard Time);44.45;45.2;44.25;45.15;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:15:00 GMT+0530 (India Standard Time);45.15;46;44.8;45.75;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:16:00 GMT+0530 (India Standard Time);45.85;45.85;44.7;44.8;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:17:00 GMT+0530 (India Standard Time);44.6;45.25;44.25;45.05;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:18:00 GMT+0530 (India Standard Time);45.3;46.1;45;45.85;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:19:00 GMT+0530 (India Standard Time);45.95;46.6;45.6;45.6;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:20:00 GMT+0530 (India Standard Time);45.8;45.8;44.45;44.75;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:21:00 GMT+0530 (India Standard Time);44.75;45.85;44.6;45.7;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:22:00 GMT+0530 (India Standard Time);45.55;45.8;44.9;45;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:23:00 GMT+0530 (India Standard Time);45;45.45;44.55;44.7;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:24:00 GMT+0530 (India Standard Time);44.7;45.75;44.2;45.75;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:25:00 GMT+0530 (India Standard Time);45.75;45.85;45;45.85;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:26:00 GMT+0530 (India Standard Time);45.85;46.8;45.7;46.2;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:27:00 GMT+0530 (India Standard Time);46.25;46.3;45.15;45.6;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:28:00 GMT+0530 (India Standard Time);45.5;45.5;44.15;44.75;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:29:00 GMT+0530 (India Standard Time);44.75;45.05;44.15;44.6;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:30:00 GMT+0530 (India Standard Time);44.6;44.75;43.9;44.2;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:31:00 GMT+0530 (India Standard Time);44.25;45.2;44;44.9;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:32:00 GMT+0530 (India Standard Time);44.9;45.1;43.6;43.6;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:33:00 GMT+0530 (India Standard Time);43.65;43.65;42.5;43.25;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:34:00 GMT+0530 (India Standard Time);43.25;43.55;42.7;43.05;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:35:00 GMT+0530 (India Standard Time);43.2;43.6;42.3;43.35;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:36:00 GMT+0530 (India Standard Time);43.35;43.75;43.25;43.55;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:37:00 GMT+0530 (India Standard Time);43.6;44.35;43.5;44.2;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:38:00 GMT+0530 (India Standard Time);44.2;44.2;42.45;42.5;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:39:00 GMT+0530 (India Standard Time);42.45;43.15;41.8;43;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:40:00 GMT+0530 (India Standard Time);42.95;43.3;41.7;42.15;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:41:00 GMT+0530 (India Standard Time);42.35;43.2;41.85;42.85;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:42:00 GMT+0530 (India Standard Time);42.8;42.9;42.15;42.15;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:43:00 GMT+0530 (India Standard Time);42.4;43.75;42.35;43.45;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:44:00 GMT+0530 (India Standard Time);43.45;43.75;42.4;42.5;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:45:00 GMT+0530 (India Standard Time);42.3;43.4;41.75;43.4;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:46:00 GMT+0530 (India Standard Time);43.4;44;43.25;43.9;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:47:00 GMT+0530 (India Standard Time);43.9;43.9;43.05;43.15;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:48:00 GMT+0530 (India Standard Time);43.15;43.35;42.5;43.2;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:49:00 GMT+0530 (India Standard Time);43.25;43.4;42.1;42.3;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:50:00 GMT+0530 (India Standard Time);42.3;42.35;40.85;41.05;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:51:00 GMT+0530 (India Standard Time);41.05;41.65;39.05;39.05;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:52:00 GMT+0530 (India Standard Time);39.35;40.35;38.85;39.2;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:53:00 GMT+0530 (India Standard Time);39.25;39.9;37.75;37.9;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:54:00 GMT+0530 (India Standard Time);38.05;38.8;37.45;38.6;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:55:00 GMT+0530 (India Standard Time);38.5;38.8;35.9;36.35;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:56:00 GMT+0530 (India Standard Time);36.2;36.85;35.75;36.65;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:57:00 GMT+0530 (India Standard Time);36.65;36.8;35.2;35.75;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:58:00 GMT+0530 (India Standard Time);35.85;36.55;35.25;36.45;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 12:59:00 GMT+0530 (India Standard Time);36.3;36.85;35.65;35.75;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:00:00 GMT+0530 (India Standard Time);35.8;36.65;35.35;35.6;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:01:00 GMT+0530 (India Standard Time);35.7;36.6;35.55;36.4;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:02:00 GMT+0530 (India Standard Time);36.35;38.45;36.2;38.25;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:03:00 GMT+0530 (India Standard Time);38.1;39.4;38;39.2;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:04:00 GMT+0530 (India Standard Time);39.15;39.35;38.1;38.2;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:05:00 GMT+0530 (India Standard Time);38.2;38.8;37.5;37.9;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:06:00 GMT+0530 (India Standard Time);38;38.9;37.95;38;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:07:00 GMT+0530 (India Standard Time);38;38.75;37.75;38.7;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:08:00 GMT+0530 (India Standard Time);38.65;38.75;37.35;37.4;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:09:00 GMT+0530 (India Standard Time);37.4;37.8;37.05;37.2;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:10:00 GMT+0530 (India Standard Time);37.2;37.85;37;37.5;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:11:00 GMT+0530 (India Standard Time);37.55;37.7;36.6;37.55;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:12:00 GMT+0530 (India Standard Time);37.65;38.25;37.5;37.9;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:13:00 GMT+0530 (India Standard Time);37.9;37.95;35.6;36.3;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:14:00 GMT+0530 (India Standard Time);36.3;37.2;35.85;36.55;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:15:00 GMT+0530 (India Standard Time);36.55;36.75;36.05;36.6;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:16:00 GMT+0530 (India Standard Time);36.6;37.05;35.95;36.75;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:17:00 GMT+0530 (India Standard Time);36.85;38;36.45;37.8;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:18:00 GMT+0530 (India Standard Time);37.8;38.5;37.6;38.3;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:19:00 GMT+0530 (India Standard Time);38.2;38.5;37.4;37.4;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:20:00 GMT+0530 (India Standard Time);37.4;38;37.15;37.7;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:21:00 GMT+0530 (India Standard Time);37.55;37.6;36.1;36.65;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:22:00 GMT+0530 (India Standard Time);36.4;36.7;35.1;36.45;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:23:00 GMT+0530 (India Standard Time);36.5;36.5;34.35;35.1;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:24:00 GMT+0530 (India Standard Time);35;35;33.7;34.35;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:25:00 GMT+0530 (India Standard Time);34.15;35.75;34.15;35.35;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:26:00 GMT+0530 (India Standard Time);35.3;35.8;34.7;35.65;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:27:00 GMT+0530 (India Standard Time);35.65;35.8;34.8;35.7;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:28:00 GMT+0530 (India Standard Time);35.7;35.85;34.3;35.3;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:29:00 GMT+0530 (India Standard Time);35.3;35.75;35;35.65;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:30:00 GMT+0530 (India Standard Time);35.65;36.45;35.1;36.25;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:31:00 GMT+0530 (India Standard Time);36.2;37.55;36.15;37.3;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:32:00 GMT+0530 (India Standard Time);37.3;37.35;35.7;36.2;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:33:00 GMT+0530 (India Standard Time);36.2;36.2;35.65;35.8;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:34:00 GMT+0530 (India Standard Time);35.85;36.2;35.5;36;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:35:00 GMT+0530 (India Standard Time);36.1;37.1;36.1;36.85;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:36:00 GMT+0530 (India Standard Time);37;38.3;36.9;37.9;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:37:00 GMT+0530 (India Standard Time);37.95;38.45;37.15;38.2;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:38:00 GMT+0530 (India Standard Time);38.15;38.7;37.75;38.5;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:39:00 GMT+0530 (India Standard Time);38.55;38.55;37.25;37.65;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:40:00 GMT+0530 (India Standard Time);37.65;39;37.4;39;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:41:00 GMT+0530 (India Standard Time);39.05;39.15;38.1;38.5;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:42:00 GMT+0530 (India Standard Time);38.4;38.65;37.75;38.15;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:43:00 GMT+0530 (India Standard Time);38.25;39.2;38.1;39.1;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:44:00 GMT+0530 (India Standard Time);39.05;39.25;38.6;38.85;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:45:00 GMT+0530 (India Standard Time);38.85;40.15;38.7;39.9;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:46:00 GMT+0530 (India Standard Time);39.95;40.75;39.7;40.35;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:47:00 GMT+0530 (India Standard Time);40.35;40.35;39.1;39.6;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:48:00 GMT+0530 (India Standard Time);39.6;40.4;39.4;39.8;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:49:00 GMT+0530 (India Standard Time);39.85;40.55;39.7;40.4;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:50:00 GMT+0530 (India Standard Time);40.3;42.15;39.9;42.05;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:51:00 GMT+0530 (India Standard Time);42.05;45;41.85;44.3;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:52:00 GMT+0530 (India Standard Time);44.05;45.7;43.7;45.35;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:53:00 GMT+0530 (India Standard Time);45.5;45.6;44.7;45.45;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:54:00 GMT+0530 (India Standard Time);45.35;47.05;45.15;47.05;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:55:00 GMT+0530 (India Standard Time);47.05;49.6;46.7;48.15;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:56:00 GMT+0530 (India Standard Time);48.15;48.3;44.7;45.25;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:57:00 GMT+0530 (India Standard Time);45.15;45.5;43.05;43.85;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:58:00 GMT+0530 (India Standard Time);43.8;45.3;43.45;43.75;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 13:59:00 GMT+0530 (India Standard Time);43.8;44.7;43.5;44.35;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:00:00 GMT+0530 (India Standard Time);44.4;45.5;43.8;43.8;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:01:00 GMT+0530 (India Standard Time);43.8;43.8;40.35;40.45;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:02:00 GMT+0530 (India Standard Time);40.45;41.05;38.5;38.95;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:03:00 GMT+0530 (India Standard Time);39.2;41;38.85;40.55;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:04:00 GMT+0530 (India Standard Time);40.5;41.5;40.15;40.75;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:05:00 GMT+0530 (India Standard Time);40.8;40.8;39.15;39.55;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:06:00 GMT+0530 (India Standard Time);39.45;40.05;37.95;38.45;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:07:00 GMT+0530 (India Standard Time);38.4;39.8;38.35;38.35;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:08:00 GMT+0530 (India Standard Time);38.4;39.55;38.2;38.5;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:09:00 GMT+0530 (India Standard Time);38.5;39.4;38.3;38.95;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:10:00 GMT+0530 (India Standard Time);38.95;39.7;37.45;37.7;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:11:00 GMT+0530 (India Standard Time);37.7;37.7;35.75;35.9;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:12:00 GMT+0530 (India Standard Time);36.05;36.1;34.2;34.7;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:13:00 GMT+0530 (India Standard Time);34.75;35.15;33.6;35.15;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:14:00 GMT+0530 (India Standard Time);35.05;36.35;35;36.05;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:15:00 GMT+0530 (India Standard Time);36;36.55;35;35.85;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:16:00 GMT+0530 (India Standard Time);35.8;36.9;35.8;36.9;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:17:00 GMT+0530 (India Standard Time);36.8;37.5;36.7;37.2;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:18:00 GMT+0530 (India Standard Time);37.5;38.65;37.2;38.65;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:19:00 GMT+0530 (India Standard Time);38.65;39.45;38;39.45;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
Fri Sep 27 2024 14:20:00 GMT+0530 (India Standard Time);39.3;40;38.95;39.5;40.37;58.48;21.33;77.52;3.22;114.67;-33.93;40.37;40.83;39.91
